,IB_Currency,IB_longName,IB_marketName,IB_isin,Origin_Name,Origin_Stock,Origin_Country,Origin_Currency
9476,AUD,MAYNE PHARMA GROUP LTD,MYX,AU000000MYX0,MAYNE PHARMA GROUP LTD,MYX,Australia,AUD
9477,ILS,MAYTRONICS LTD,MTRN,IL0010910656,MAYTRONICS LTD,MTRN,Israel,ILS
9478,AUD,MAYUR RESOURCES LTD-CDI,MRL,AU000000MRL9,MAYUR RESOURCES LTD-CDI,MRL,Australia,AUD
9479,INR,MAYUR UNIQUOTERS LTD,MAYURUNIQ,INE040D01038,MAYUR UNIQUOTERS LTD,MAYURUNIQ,India,INR
9480,USD,MAYVILLE ENGINEERING CO INC,MEC,US5786051079,MAYVILLE ENGINEERING CO INC,MEC,United States of America,USD
9481,JPY,MAZDA MOTOR CORP,7261,JP3868400007,MAZDA MOTOR CORP,7261,Germany,JPY
9482,USD,MB BANCORP INC,MBCQ,US55280E1047,MB BANCORP INC,MBCQ,,USD
9483,PLN,MBANK SA,MBK,PLBRE0000012,MBANK SA,MBK,Poland,PLN
9484,USD,MBIA INC,MBI,US55262C1009,MBIA INC,MBI,Germany,USD
9485,INR,MBL INFRASTRUCTURES LIMITED,MBLINFRA,INE912H01013,MBL INFRASTRUCTURES LIMITED,MBLINFRA,India,INR
9486,JPY,MBS INC,1401,JP3167660004,MBS INC,1401,Japan,JPY
9487,USD,MC ENDEAVORS INC,LIMITED,US5526811089,MC ENDEAVORS INC,MSMY,United States of America,USD
9488,GBP,MC MINING LTD,ASQ1,AU000000MCM9,MC MINING LTD,MCM,Australia,AUD
9489,CAD,MCAN MORTGAGE CORP,MKP,CA5791761086,MCAN MORTGAGE CORP,MKP,Canada,CAD
9490,GBP,MCBRIDE PLC,SET3,GB0005746358,MCBRIDE PLC,MCB,United Kingdom,GBP
9491,CNH,MCC MEILI CLOUD COMPUTING -A,000815,CNE000000W54,MCC MEILI CLOUD COMPUTING -A,000815,China,CNH
9492,GBP,MCCARTHY & STONE PLC,MCS,GB00BYNVD082,MCCARTHY & STONE PLC,MCS,United Kingdom,GBP
9493,CAD,MCCHIP RESOURCES INC,MCS,CA5799031052,MCCHIP RESOURCES INC,MCS,Canada,CAD
9494,USD,MCCOY GLOBAL INC,CURRENT,CA57980Q1063,MCCOY GLOBAL INC,MCCRF,United States of America,USD
9495,USD,MCDERMOTT INTL INC,MDRIQ,PAL1201471A1,MCDERMOTT INTL INC,MDRIQ,United States of America,USD
9496,JPY,MCDONALD'S HOLDINGS CO JAPAN,2702,JP3750500005,MCDONALD'S HOLDINGS CO JAPAN,2702,Japan,JPY
9497,INR,MCDOWELL HOLDINGS LTD,MCDHOLDIN,INE836H01014,MCDOWELL HOLDINGS LTD,MCDHOLDIN,India,INR
9498,CAD,MCEWEN MINING - MINERA ANDES,MAQ,CA5803941049,MCEWEN MINING - MINERA ANDES,MAQ,,CAD
9499,AUD,MCGRATH LTD,MEA,AU000000MEA0,MCGRATH LTD,MEA,Australia,AUD
9500,USD,MCGRATH RENTCORP,NMS,US5805891091,MCGRATH RENTCORP,MGRC,United States of America,USD
9501,CHF,MCH GROUP AG,MCHN,CH0039542854,MCH GROUP AG,MCHN,Switzerland,CHF
9502,USD,MCHENRY BANCORP INC,CURRENT,US5806832094,MCHENRY BANCORP INC,MCHN,United States of America,USD
9503,GBP,MCINERNEY HOLDINGS PLC ,MCI,IE00B1W38B04,MCINERNEY HOLDINGS PLC ,MCI,,GBP
9504,USD,MCINTOSH BANCSHARES INC,MITB,US5811811042,MCINTOSH BANCSHARES INC,MITB,,USD
9505,GBP,MCKAY SECURITIES PLC-ORD,MCKS,GB0005522007,MCKAY SECURITIES PLC-ORD,MCKS,United Kingdom,GBP
9506,USD,MCKESSON CORP,MCK,US58155Q1031,MCKESSON CORP,MCK,Mexico,
9507,USD,MCKESSON EUROPE AG - ADR,NOINFO,US58155Y1064,MCKESSON EUROPE AG - ADR,CAKFY,United States of America,USD
9508,INR,MCLEOD RUSSEL INDIA LIMITED,MCLEODRUS,INE942G01012,MCLEOD RUSSEL INDIA LIMITED,MCLEODRUS,India,INR
9509,AUD,MCMILLAN SHAKESPEARE LTD,MMS,AU000000MMS5,MCMILLAN SHAKESPEARE LTD,MMS,Australia,AUD
9510,USD,MCMORAN EXPLORATION CO,MMR,US5824111042,MCMORAN EXPLORATION CO,MMR,,USD
9511,INR,MCNALLY BHARAT ENGINEERING,MBECL,INE748A01016,MCNALLY BHARAT ENGINEERING,MBECL,India,INR
9512,AUD,MCPHERSON'S LIMITED,MCP,AU000000MCP2,MCPHERSON'S LIMITED,MCP,Australia,AUD
9513,EUR,MCPHY ENERGY SA,MCPHY,FR0011742329,MCPHY ENERGY SA,MCPHY,France,EUR
9514,USD,MDC HOLDINGS INC,MDC,US5526761086,MDC HOLDINGS INC,MDC,United States of America,USD
9515,USD,MDJM LTD,SCM,KYG592901097,MDJM LTD,MDJH,United States of America,USD
9516,USD,MDU RESOURCES GROUP INC,MDU,US5526901096,MDU RESOURCES GROUP INC,MDU,Germany,USD
9517,EUR,MDXHEALTH,MDXH,BE0003844611,MDXHEALTH,MDXH,Belgium,EUR
9518,USD,MEAD JOHNSON NUTRITION CO,MJN,US5828391061,MEAD JOHNSON NUTRITION CO,MJN,,
9519,USD,MEADWESTVACO CORP,MWV,US5833341077,MEADWESTVACO CORP,MWV,,
9520,GBP,MEARS GROUP PLC,SSMM,GB0005630420,MEARS GROUP PLC,MER,United Kingdom,GBP
9521,USD,MECHANICS BANK /WALNUT CREEK,CURRENT,US5836141029,MECHANICS BANK /WALNUT CREEK,MCHB,United States of America,USD
9522,USD,MECHEL PJSC-SPONSORED ADR,MTL,US5838406081,MECHEL PJSC-SPONSORED ADR,MTL,United States of America,USD
9523,USD,MECKLERMEDIA CORP,MECK,US58400W1036,MECKLERMEDIA CORP,MECK,,USD
9524,HKD,MECOM POWER AND CONSTRUCTION,1183,KYG5960P1046,MECOM POWER AND CONSTRUCTION,1183,Hong Kong,HKD
9525,CHF,MEDACTA GROUP SA,MOVE,CH0468525222,MEDACTA GROUP SA,MOVE,Switzerland,CHF
9526,AUD,MEDADVISOR LTD,MDR,AU000000MDR6,MEDADVISOR LTD,MDR,Australia,AUD
9527,USD,MEDALIST DIVERSIFIED REIT IN,SCM,US58403P1057,MEDALIST DIVERSIFIED REIT IN,MDRR,United States of America,USD
9528,USD,MEDALLION FINANCIAL CORP,NMS,US5839281061,MEDALLION FINANCIAL CORP,MFIN,United States of America,USD
9529,CAD,MEDALLION RESOURCES LTD,MDL,CA5839352005,MEDALLION RESOURCES LTD,MDL,Canada,CAD
9530,CHF,MEDARTIS HOLDING AG,MED,CH0386200239,MEDARTIS HOLDING AG,MED,Switzerland,CHF
9531,USD,MEDCLEAN TECHNOLOGIES INC,MCLN,US58405Y3027,MEDCLEAN TECHNOLOGIES INC,MCLN,,USD
9532,CAD,MEDCOLCANNA ORGANICS INC,MCCN,CA58406X1050,MEDCOLCANNA ORGANICS INC,MCCN,Canada,CAD
9533,USD,MEDEQUITIES REALTY TRUST INC,MRT,US58409L3069,MEDEQUITIES REALTY TRUST INC,MRT,,USD
9534,CAD,MEDGOLD RESOURCES CORP,MED,CA58436R2019,MEDGOLD RESOURCES CORP,MED,Canada,CAD
9535,HKD,MEDIA ASIA GROUP HOLDINGS LT,8075,BMG5960C2028,MEDIA ASIA GROUP HOLDINGS LT,8075,Hong Kong,HKD
9536,JPY,MEDIA DO CO LTD,3678,JP3921230003,MEDIA DO CO LTD,3678,Japan,JPY
9537,EUR,MEDIA LAB SPA,MLLAB,IT0005324105,MEDIA LAB SPA,MLLAB,France,EUR
9538,JPY,MEDIA LINKS CO LTD,6659,JP3921120006,MEDIA LINKS CO LTD,6659,Japan,JPY
9539,USD,MEDIA PAL HOLDINGS CORP,NOINFO,US58441D1063,MEDIA PAL HOLDINGS CORP,MPHD,United States of America,USD
9540,USD,MEDIA TECHNOLOGIES INC,CURRENT,US58448P1021,MEDIA TECHNOLOGIES INC,MDTC,United States of America,USD
9541,HKD,MEDIALINK GROUP LIMITED,2230,KYG5958A1013,MEDIALINK GROUP LIMITED,2230,Hong Kong,HKD
9542,USD,MEDIATECHNICS CORP,MEDT,US58446C1036,MEDIATECHNICS CORP,MEDT,United States of America,USD
9543,AUD,MEDIBANK PRIVATE LTD,MPL,AU000000MPL3,MEDIBANK PRIVATE LTD,MPL,Australia,AUD
9544,AUD,MEDIBIO LTD,MEB,AU000000MEB8,MEDIBIO LTD,MEB,Australia,AUD
9545,GBP,MEDICA GROUP PLC,SSMM,GB00BYV24996,MEDICA GROUP PLC,MGP,United Kingdom,GBP
9546,CAD,MEDICAL FACILITIES CORP,DR,CA58457V5036,MEDICAL FACILITIES CORP,DR,Canada,CAD
9547,JPY,MEDICAL IKKOU GROUP CO LTD,3353,JP3921040006,MEDICAL IKKOU GROUP CO LTD,3353,Japan,JPY
9548,USD,MEDICAN ENTERPRISES INC,LIMITED,US58464T2024,MEDICAN ENTERPRISES INC,MDCN,United States of America,USD
9549,CAD,MEDICENNA THERAPEUTICS CORP,MDNA,CA58490H1073,MEDICENNA THERAPEUTICS CORP,MDNA,Canada,CAD
9550,USD,MEDICINE MAN TECHNOLOGIES IN,PRIMQX,US58468U1060,MEDICINE MAN TECHNOLOGIES IN,SHWZ,United States of America,USD
9551,USD,MEDICINES COMPANY,MDCO,US5846881051,MEDICINES COMPANY,MDCO,,USD
9552,USD,MEDICINOVA INC,NMS,US58468P2065,MEDICINOVA INC,MNOV,United States of America,USD
9553,USD,MEDICIS PHARMACEUTICAL-CL A,MRX,US5846903095,MEDICIS PHARMACEUTICAL-CL A,MRX,,USD
9554,USD,MEDICLINIC INTERNATIO-UN ADR,CURRENT,US58471Q1004,MEDICLINIC INTERNATIO-UN ADR,ANHGY,United States of America,USD
9555,GBP,MEDICLINIC INTERNATIONAL PLC,STMM,GB00B8HX8Z88,MEDICLINIC INTERNATIONAL PLC,MDC,South Africa,GBP
9556,USD,MEDICO INTERNATIONAL INC,MDDT,US58471P1021,MEDICO INTERNATIONAL INC,MDDT,,USD
9557,EUR,MEDICREA INTERNATIONAL,ALMED,FR0004178572,MEDICREA INTERNATIONAL,ALMED,France,EUR
9558,HKD,MEDICSKIN HOLDINGS LTD,8307,KYG595641070,MEDICSKIN HOLDINGS LTD,8307,Hong Kong,HKD
9559,CAD,MEDICURE INC,MPH,CA58469E4085,MEDICURE INC,MPH,Canada,CAD
9560,USD,MEDICUS HOMECARE INC,MDCR,US58471F1049,MEDICUS HOMECARE INC,MDCR,,USD
9561,GBP,MEDICX FUND LTD,MXF,GG00B1DVQL92,MEDICX FUND LTD,MXF,,GBP
9562,USD,MEDIDATA SOLUTIONS INC,MDSO,US58471A1051,MEDIDATA SOLUTIONS INC,MDSO,,USD
9563,USD,MEDIENT STUDIOS +,MDNT,US58471D1090,MEDIENT STUDIOS +,MDNT,,USD
9564,USD,MEDIFAST INC,MED,US58470H1014,MEDIFAST INC,MED,United States of America,USD
9565,USD,MEDIFIRST SOLUTIONS INC,MFST,US58471B2025,MEDIFIRST SOLUTIONS INC,MFST,United States of America,USD
9566,CAD,MEDIFOCUS INC,MFS,CA58470Q1019,MEDIFOCUS INC,MFS,Canada,CAD
9567,EUR,MEDIGENE AG,XETRA,DE000A1X3W00,MEDIGENE AG,MDG1,Switzerland,CHF
9568,USD,MEDIGUS LTD - SPON ADR,SCM,US58471G3002,MEDIGUS LTD - SPON ADR,MDGS,United States of America,USD
9569,JPY,MEDIKIT CO LTD,7749,JP3921060004,MEDIKIT CO LTD,7749,Japan,JPY
9570,USD,MEDINAH MINERALS INC,CURRENT,US58489M1099,MEDINAH MINERALS INC,MDMN,United States of America,USD
9571,JPY,MEDINET CO LTD,2370,JP3920990003,MEDINET CO LTD,2370,Japan,JPY
9572,EUR,MEDION AG,XETRA,DE0006605009,MEDION AG,MDN,Germany,EUR
9573,JPY,MEDIPAL HOLDINGS CORP,7459,JP3268950007,MEDIPAL HOLDINGS CORP,7459,Japan,JPY
9574,CAD,MEDIPHARM LABS CORP,LABS,CA58504D1006,MEDIPHARM LABS CORP,LABS,Canada,CAD
9575,USD,MEDITE CANCER DIAGNOSTICS IN,NOINFO,US58503D2009,MEDITE CANCER DIAGNOSTICS IN,MDIT,United States of America,USD
9576,ILS,MEDITERRANEAN TOWERS LTD,MDTR,IL0011315236,MEDITERRANEAN TOWERS LTD,MDTR,Israel,ILS
9577,JPY,MEDIUS HOLDINGS CO LTD,3154,JP3254190006,MEDIUS HOLDINGS CO LTD,3154,Japan,JPY
9578,USD,MEDIWOUND LTD,NMS,IL0011316309,MEDIWOUND LTD,MDWD,United States of America,USD
9579,USD,MEDIXALL GROUP INC,CURRENT,US58504K1043,MEDIXALL GROUP INC,MDXL,United States of America,USD
9580,AUD,MEDLAB CLINICAL LTD,MDC,AU000000MDC8,MEDLAB CLINICAL LTD,MDC,Australia,AUD
9581,CAD,MEDMEN ENTERPRISES INC-CL B,MMEN,CA58507M1077,MEDMEN ENTERPRISES INC-CL B,MMEN,Canada,CAD
9582,CAD,MEDMIRA INC.,MIR,CA58501R1029,MEDMIRA INC.,MIR,Canada,CAD
9583,USD,MEDPACE HOLDINGS INC,NMS,US58506Q1094,MEDPACE HOLDINGS INC,MEDP,Mexico,USD
9584,USD,MEDPRO SAFETY PRODUCTS INC,MPSP,US58504M1009,MEDPRO SAFETY PRODUCTS INC,MPSP,,USD
9585,JPY,MEDRX CO LTD,4586,JP3921220004,MEDRX CO LTD,4586,Japan,JPY
9586,AUD,MEDTECH GLOBAL LTD,MDG,AU000000MDG9,MEDTECH GLOBAL LTD,MDG,,AUD
9587,SGD,MEDTECS INTERNATIONAL CORP,546,BMG5958R1043,MEDTECS INTERNATIONAL CORP,546,Singapore,SGD
9588,USD,MEDTRONIC PLC,MDT,IE00BTN1Y115,MEDTRONIC PLC,MDT,United States of America,
9589,CAD,MEDX HEALTH CORP,MDX,CA5850901037,MEDX HEALTH CORP,MDX,Canada,CAD
9590,USD,MEDX HOLDINGS INC,CURRENT,US58403T1079,MEDX HOLDINGS INC,MEDH,United States of America,USD
9591,USD,MEG ENERGY CORP,CURRENT,CA5527041084,MEG ENERGY CORP,MEGEF,United States of America,USD
9592,ILS,MEGA OR HOLDINGS LTD,MGOR,IL0011044885,MEGA OR HOLDINGS LTD,MGOR,Israel,ILS
9593,USD,MEGA URANIUM LTD,CURRENT,CA58516W1041,MEGA URANIUM LTD,MGAFF,United States of America,USD
9594,MXN,MEGACABLE HOLDINGS-CPO,MEGACPO,MX01ME090003,MEGACABLE HOLDINGS-CPO,MEGACPO,Mexico,MXN
9595,JPY,MEGACHIPS CORP,6875,JP3920860008,MEGACHIPS CORP,6875,Japan,JPY
9596,USD,MEGANET CORP,NOINFO,US58518C1062,MEGANET CORP,MGNT,United States of America,USD
9597,AUD,MEGAPORT LTD,MP1,AU000000MP15,MEGAPORT LTD,MP1,Australia,AUD
9598,INR,MEGASOFT LTD,MEGASOFT,INE933B01012,MEGASOFT LTD,MEGASOFT,India,INR
9599,USD,MEGGITT PLC-UNSPON ADR,CURRENT,US58517R1041,MEGGITT PLC-UNSPON ADR,MEGGY,United States of America,USD
9600,JPY,MEGMILK SNOW BRAND CO LTD,2270,JP3947800003,MEGMILK SNOW BRAND CO LTD,2270,Japan,JPY
9601,USD,MEGOLA INC,CURRENT,US58517C3051,MEGOLA INC,MGON,United States of America,USD
9602,CAD,MEGUMAGOLD CORP,NSAU,CA58518M1041,MEGUMAGOLD CORP,NSAU,Canada,CAD
9603,HKD,MEI AH ENTERTAINMENT GROUP,391,BMG5964A1523,MEI AH ENTERTAINMENT GROUP,391,Hong Kong,HKD
9604,USD,MEI PHARMA INC,SCM,US55279B2025,MEI PHARMA INC,MEIP,United States of America,USD
9605,JPY,MEIDENSHA CORP,6508,JP3919800007,MEIDENSHA CORP,6508,Japan,JPY
9606,CNH,MEIDU ENERGY CORP-A,600175,CNE000000YT6,MEIDU ENERGY CORP-A,600175,China,CNH
9607,CNH,MEIHUA HOLDINGS GROUP CO -A,600873,CNE000000HP9,MEIHUA HOLDINGS GROUP CO -A,600873,China,CNH
9608,JPY,MEIJI HOLDINGS CO. LTD.,2269,JP3918000005,MEIJI HOLDINGS CO. LTD.,2269,Japan,JPY
9609,JPY,MEIKO ELECTRONICS CO LTD,6787,JP3915350007,MEIKO ELECTRONICS CO LTD,6787,Japan,JPY
9610,JPY,MEIKO NETWORK JAPAN CO LTD,4668,JP3916100005,MEIKO NETWORK JAPAN CO LTD,4668,Japan,JPY
9611,USD,MEIRAGTX HOLDINGS PLC,NMS,KYG596651029,MEIRAGTX HOLDINGS PLC,MGTX,United States of America,USD
9612,ILS,MEITAV DASH INVESTMENTS LTD,MTDS,IL0010818438,MEITAV DASH INVESTMENTS LTD,MTDS,Israel,ILS
9613,JPY,MEITEC CORP,9744,JP3919200000,MEITEC CORP,9744,Japan,JPY
9614,HKD,MEITU INC,1357,KYG5966D1051,MEITU INC,1357,Hong Kong,HKD
9615,JPY,MEIWA INDUSTRY CO LTD,7284,JP3920800004,MEIWA INDUSTRY CO LTD,7284,Japan,JPY
9616,AUD,MELBANA ENERGY LTD,MAY,AU000000MAY8,MELBANA ENERGY LTD,MAY,Australia,AUD
9617,CAD,MELCOR DEVELOPMENTS LTD,MRD,CA5854671032,MELCOR DEVELOPMENTS LTD,MRD,Canada,CAD
9618,EUR,MELEXIS NV,MELE,BE0165385973,MELEXIS NV,MELE,Belgium,EUR
9619,MXN,MELIA HOTELS INTERNATIONAL,MELN,ES0176252718,MELIA HOTELS INTERNATIONAL,MELN,Mexico,MXN
9620,USD,MELINTA THERAPEUTICS INC,MLNTQ,US58549G2093,MELINTA THERAPEUTICS INC,MLNTQ,,USD
9621,ILS,MELISRON,MLSR,IL0003230146,MELISRON,MLSR,Israel,ILS
9622,USD,MELLANOX TECHNOLOGIES LTD,MLNX,IL0011017329,MELLANOX TECHNOLOGIES LTD,MLNX,,USD
9623,USD,MELROSE BANCORP INC,MELR,US5855531001,MELROSE BANCORP INC,MELR,,USD
9624,JPY,MEMBERS CO LTD,2130,JP3921700005,MEMBERS CO LTD,2130,Japan,JPY
9625,CAD,MEMEX INC,OEE,CA58600T1084,MEMEX INC,OEE,Canada,CAD
9626,USD,MEMORIAL RESOURCE DEVELOPMEN,MRD,US58605Q1094,MEMORIAL RESOURCE DEVELOPMEN,MRD,,USD
9627,SGD,MEMORIES GROUP LTD,1H4,SG1EB7000009,MEMORIES GROUP LTD,1H4,Singapore,SGD
9628,SGD,MEMSTAR TECHNOLOGY LTD,5MS,SG1W58939412,MEMSTAR TECHNOLOGY LTD,5MS,Singapore,SGD
9629,SGD,MEMTECH INTERNATIONAL LTD,BOL,SG1CE7000007,MEMTECH INTERNATIONAL LTD,BOL,,SGD
9630,USD,MEN'S WEARHOUSE INC/THE,MW,US5871181005,MEN'S WEARHOUSE INC/THE,MW,,USD
9631,CAD,MENA HYDROCARBONS INC,MNH,CA5863161017,MENA HYDROCARBONS INC,MNH,,CAD
9632,SGD,MENCAST HOLDINGS LTD,5NF,SG1X07940643,MENCAST HOLDINGS LTD,5NF,Singapore,SGD
9633,USD,MENDOCINO BREWING CO INC,NOINFO,US5865791041,MENDOCINO BREWING CO INC,MENB,United States of America,USD
9634,CAD,MENE INC,MENE,CA58680T1012,MENE INC,MENE,Canada,CAD
9635,JPY,MENICON CO LTD,7780,JP3921270009,MENICON CO LTD,7780,Japan,JPY
9636,INR,MENON BEARINGS LTD,MENONBE,INE071D01033,MENON BEARINGS LTD,MENONBE,India,INR
9637,ILS,MENORA MIVTACHIM HOLDINGS LT,MMHD,IL0005660183,MENORA MIVTACHIM HOLDINGS LT,MMHD,Israel,ILS
9638,EUR,MENSCH UND MASCHINE SOFTWARE,XETRA,DE0006580806,MENSCH UND MASCHINE SOFTWARE,MUM,Germany,EUR
9639,USD,MENTOR CAPITAL INC,PRIMQX,US5871831047,MENTOR CAPITAL INC,MNTR,United States of America,USD
9640,USD,MERA PHARMACEUTICALS INC,NOINFO,US58732R1032,MERA PHARMACEUTICALS INC,MRPI,United States of America,USD
9641,USD,MERCADOLIBRE INC,NMS,US58733R1023,MERCADOLIBRE INC,MELI,Germany,USD
9642,USD,MERCANTILE BANK CORP,NMS,US5873761044,MERCANTILE BANK CORP,MBWM,United States of America,USD
9643,GBP,MERCANTILE INVESTMENT TRUST,STMM,GB00BF4JDH58,MERCANTILE INVESTMENT TRUST,MRC,United Kingdom,GBP
9644,JPY,MERCARI INC,4385,JP3921290007,MERCARI INC,4385,Japan,JPY
9645,SGD,MERCATOR LINES SINGAPORE LTD,EE6,SG1W39939069,MERCATOR LINES SINGAPORE LTD,EE6,,SGD
9646,USD,MERCER INTERNATIONAL INC,NMS,US5880561015,MERCER INTERNATIONAL INC,MERC,United States of America,USD
9647,AUD,MERCHANT HOUSE INTERNATIONAL LIMITED,MHI,BMG5996M1091,MERCHANT HOUSE INTERNATIONAL LIMITED,MHI,Australia,AUD
9648,USD,MERCHANTS BANCORP/IN,SCM,US58844R1086,MERCHANTS BANCORP/IN,MBIN,United States of America,USD
9649,USD,MERCHANTS FINANCIAL GROUP IN,CURRENT,US5885381088,MERCHANTS FINANCIAL GROUP IN,MFGI,United States of America,USD
9650,GBP,MERCHANTS TRUST PLC,STMM,GB0005800072,MERCHANTS TRUST PLC,MRCH,United Kingdom,GBP
9651,ILS,MERCHAVIA HOLDINGS AND INVES,MRHL,IL0002570146,MERCHAVIA HOLDINGS AND INVES,MRHL,Israel,ILS
9652,GBP,MERCIA ASSET MANAGEMENT PLC,ASQ1,GB00BSL71W47,MERCIA ASSET MANAGEMENT PLC,MERC,United Kingdom,GBP
9653,JPY,MERCURIA INVESTMENT CO LTD,7190,JP3860150006,MERCURIA INVESTMENT CO LTD,7190,Japan,JPY
9654,USD,MERCURY GENERAL CORP,MCY,US5894001008,MERCURY GENERAL CORP,MCY,United States of America,USD
9655,AUD,MERCURY NZ LTD,MCY,NZMRPE0001S2,MERCURY NZ LTD,MCY,Australia,AUD
9656,USD,MERCURY SYSTEMS INC,NMS,US5893781089,MERCURY SYSTEMS INC,MRCY,United States of America,USD
9657,USD,MEREDITH CORP,MDP,US5894331017,MEREDITH CORP,MDP,Germany,
9658,GBP,MEREO BIOPHARMA GROUP PLC,MPH,GB00BZ4G2K23,MEREO BIOPHARMA GROUP PLC,MPH,United Kingdom,GBP
9659,USD,MERIDIAN BANCORP INC,EBSB,US58958U1034,MERIDIAN BANCORP INC,EBSB,United States of America,USD
9660,USD,MERIDIAN BIOSCIENCE INC,NMS,US5895841014,MERIDIAN BIOSCIENCE INC,VIVO,United States of America,USD
9661,AUD,MERIDIAN ENERGY LTD,MEZ,NZMELE0002S7,MERIDIAN ENERGY LTD,MEZ,Australia,AUD
9662,USD,MERIDIAN HOLDINGS INC,CURRENT,US5896362085,MERIDIAN HOLDINGS INC,MRDH,United States of America,USD
9663,USD,MERITAGE HOMES CORP,MTH,US59001A1025,MERITAGE HOMES CORP,MTH,United States of America,USD
9664,USD,MERITAGE HOSPITALITY GROUP,PREMQX,US59000K3095,MERITAGE HOSPITALITY GROUP,MHGU,United States of America,USD
9665,USD,MERITOR INC,MTOR,US59001K1007,MERITOR INC,MTOR,United States of America,USD
9666,AUD,MERLIN DIAMONDS LTD,MED,AU000000MED4,MERLIN DIAMONDS LTD,MED,,AUD
9667,GBP,MERLIN ENTERTAINMENT,MERL,GB00BDZT6P94,MERLIN ENTERTAINMENT,MERL,,GBP
9668,EUR,MERLIN PROPERTIES SOCIMI SA,MRL,ES0105025003,MERLIN PROPERTIES SOCIMI SA,MRL,Spain,EUR
9669,SGD,MERMAID MARITIME PCL,DU4,TH0955010002,MERMAID MARITIME PCL,DU4,Singapore,SGD
9670,USD,MERRILL LYNCH DEPOSITOR INC,PKH,US7404348739,MERRILL LYNCH DEPOSITOR INC,PKH,,USD
9671,USD,MERRIMACK PHARMACEUTICALS IN,NMS,US5903282094,MERRIMACK PHARMACEUTICALS IN,MACK,United States of America,USD
9672,USD,MERRIMAN HOLDINGS INC,NOINFO,US5904192060,MERRIMAN HOLDINGS INC,MERR,United States of America,USD
9673,USD,MERSANA THERAPEUTICS INC,NMS,US59045L1061,MERSANA THERAPEUTICS INC,MRSN,United States of America,USD
9674,EUR,MERSEN,MRN,FR0000039620,MERSEN,MRN,France,EUR
9675,USD,MERUS NV,NMS,NL0011606264,MERUS NV,MRUS,United States of America,USD
9676,USD,MESA AIR GROUP INC,NMS,US5904791358,MESA AIR GROUP INC,MESA,United States of America,USD
9677,USD,MESA LABORATORIES INC,NMS,US59064R1095,MESA LABORATORIES INC,MLAB,United States of America,USD
9678,USD,MESA ROYALTY TRUST,MTR,US5906601068,MESA ROYALTY TRUST,MTR,United States of America,USD
9679,USD,MESABI TRUST,MSB,US5906721015,MESABI TRUST,MSB,United States of America,USD
9680,JPY,MESCO INC,1737,JP3888350000,MESCO INC,1737,Japan,JPY
9681,AUD,MESOBLAST LTD,MSB,AU000000MSB8,MESOBLAST LTD,MSB,Australia,AUD
9682,USD,MESTEK INC,LIMITED,US5908293054,MESTEK INC,MCCK,United States of America,USD
9683,USD,METABOLIC RESEARCH INC,MTBR,US59101V1052,METABOLIC RESEARCH INC,MTBR,,USD
9684,AUD,METAL BANK LTD,MBK,AU000000MBK5,METAL BANK LTD,MBK,Australia,AUD
9685,CAD,METALCORP LIMITED,MTC,CA5911451071,METALCORP LIMITED,MTC,Canada,CAD
9686,CAD,METALEX VENTURES LTD.,MTX,CA5909152038,METALEX VENTURES LTD.,MTX,Canada,CAD
9687,AUD,METALICITY LTD,MCT,AU000000MCT4,METALICITY LTD,MCT,Australia,AUD
9688,USD,METALICO INC,MEA,US5911761022,METALICO INC,MEA,,USD
9689,USD,METALINK LTD,MTLK,IL0010837164,METALINK LTD,MTLK,United States of America,USD
9690,CAD,METALLIC MINERALS CORP,MMG,CA59126M1068,METALLIC MINERALS CORP,MMG,Canada,CAD
9691,HKD,METALLURGICAL CORP OF CHIN-H,1618,CNE100000FF3,METALLURGICAL CORP OF CHIN-H,1618,Hong Kong,HKD
9692,AUD,METALS AUSTRALIA LTD,MLS,AU000000MLS7,METALS AUSTRALIA LTD,MLS,Australia,AUD
9693,CAD,METALS CREEK RESOURCES CORP,MEK,CA59131Q2099,METALS CREEK RESOURCES CORP,MEK,Canada,CAD
9694,AUD,METALS X LTD,MLX,AU000000MLX7,METALS X LTD,MLX,Australia,AUD
9695,AUD,METALSTECH LTD,MTC,AU000000MTC4,METALSTECH LTD,MTC,Australia,AUD
9696,INR,METALYST FORGINGS LTD,METALFORG,INE425A01011,METALYST FORGINGS LTD,METALFORG,India,INR
9697,CAD,METANOR RESOURCES INC,MTO,CA59138Q8222,METANOR RESOURCES INC,MTO,,CAD
9698,JPY,METAPS INC,6172,JP3921280008,METAPS INC,6172,Japan,JPY
9699,USD,METASTAT INC,NOINFO,US59140A2033,METASTAT INC,MTST,United States of America,USD
9700,USD,METATRON INC,CURRENT,US59141K1016,METATRON INC,MRNJ,United States of America,USD
9701,AUD,METCASH LIMITED,MTS,AU000000MTS0,METCASH LIMITED,MTS,Australia,AUD
9702,SGD,METECH INTERNATIONAL LTD,V3M,SGXE91187273,METECH INTERNATIONAL LTD,V3M,Singapore,SGD
9703,AUD,METEORIC RESOURCES NL,MEI,AU000000MEI3,METEORIC RESOURCES NL,MEI,Australia,AUD
9704,AUD,METGASCO LTD,MEL,AU000000MEL7,METGASCO LTD,MEL,Australia,AUD
9705,USD,METHANEX CORP,NMS,CA59151K1084,METHANEX CORP,MEOH,Canada,USD
